Subkey,Acc,Acc_Norm
custom|arc:challenge|0,0.312,0.329
custom|arc:easy|0,0.666,0.635
custom|commonsense_qa|0,0.346,0.317
custom|hellaswag|0,0.389,0.453
custom|mmlu:abstract_algebra|0,0.25,0.24
custom|mmlu:anatomy|0,0.3851851851851852,0.3111111111111111
custom|mmlu:astronomy|0,0.3223684210526316,0.4276315789473684
custom|mmlu:business_ethics|0,0.46,0.38
custom|mmlu:clinical_knowledge|0,0.2792452830188679,0.3849056603773585
custom|mmlu:college_biology|0,0.3680555555555556,0.3888888888888889
custom|mmlu:college_chemistry|0,0.27,0.25
custom|mmlu:college_computer_science|0,0.25,0.26
custom|mmlu:college_mathematics|0,0.17,0.25
custom|mmlu:college_medicine|0,0.2832369942196532,0.27167630057803466
custom|mmlu:college_physics|0,0.12745098039215685,0.12745098039215685
custom|mmlu:computer_security|0,0.26,0.37
custom|mmlu:conceptual_physics|0,0.3659574468085106,0.33191489361702126
custom|mmlu:econometrics|0,0.21929824561403508,0.24561403508771928
custom|mmlu:electrical_engineering|0,0.2827586206896552,0.2896551724137931
custom|mmlu:elementary_mathematics|0,0.23544973544973544,0.24074074074074073
custom|mmlu:formal_logic|0,0.2698412698412698,0.2698412698412698
custom|mmlu:global_facts|0,0.32,0.28
custom|mmlu:high_school_biology|0,0.33548387096774196,0.36774193548387096
custom|mmlu:high_school_chemistry|0,0.21674876847290642,0.27586206896551724
custom|mmlu:high_school_computer_science|0,0.24,0.29
custom|mmlu:high_school_european_history|0,0.30303030303030304,0.46060606060606063
custom|mmlu:high_school_geography|0,0.3383838383838384,0.36363636363636365
custom|mmlu:high_school_government_and_politics|0,0.3471502590673575,0.40414507772020725
custom|mmlu:high_school_macroeconomics|0,0.2692307692307692,0.28205128205128205
custom|mmlu:high_school_mathematics|0,0.13333333333333333,0.16666666666666666
custom|mmlu:high_school_microeconomics|0,0.31932773109243695,0.39915966386554624
custom|mmlu:high_school_physics|0,0.24503311258278146,0.24503311258278146
custom|mmlu:high_school_psychology|0,0.44770642201834865,0.4073394495412844
custom|mmlu:high_school_statistics|0,0.26851851851851855,0.2916666666666667
custom|mmlu:high_school_us_history|0,0.3382352941176471,0.39215686274509803
custom|mmlu:high_school_world_history|0,0.3080168776371308,0.35443037974683544
custom|mmlu:human_aging|0,0.39461883408071746,0.3452914798206278
custom|mmlu:human_sexuality|0,0.40458015267175573,0.3893129770992366
custom|mmlu:international_law|0,0.18181818181818182,0.30578512396694213
custom|mmlu:jurisprudence|0,0.24074074074074073,0.2962962962962963
custom|mmlu:logical_fallacies|0,0.32515337423312884,0.32515337423312884
custom|mmlu:machine_learning|0,0.23214285714285715,0.2767857142857143
custom|mmlu:management|0,0.3592233009708738,0.4077669902912621
custom|mmlu:marketing|0,0.452991452991453,0.4188034188034188
custom|mmlu:medical_genetics|0,0.31,0.43
custom|mmlu:miscellaneous|0,0.44189016602809705,0.421455938697318
custom|mmlu:moral_disputes|0,0.2774566473988439,0.22832369942196531
custom|mmlu:moral_scenarios|0,0.23798882681564246,0.27262569832402234
custom|mmlu:nutrition|0,0.27124183006535946,0.3464052287581699
custom|mmlu:philosophy|0,0.29260450160771706,0.29260450160771706
custom|mmlu:prehistory|0,0.3888888888888889,0.30246913580246915
custom|mmlu:professional_accounting|0,0.2801418439716312,0.25177304964539005
custom|mmlu:professional_law|0,0.248,0.268
custom|mmlu:professional_medicine|0,0.27205882352941174,0.31985294117647056
custom|mmlu:professional_psychology|0,0.3006535947712418,0.29901960784313725
custom|mmlu:public_relations|0,0.4090909090909091,0.2
custom|mmlu:security_studies|0,0.3183673469387755,0.27346938775510204
custom|mmlu:sociology|0,0.2835820895522388,0.29850746268656714
custom|mmlu:us_foreign_policy|0,0.31,0.32
custom|mmlu:virology|0,0.25903614457831325,0.3253012048192771
custom|mmlu:world_religions|0,0.4678362573099415,0.47953216374269003
custom|openbookqa|0,0.22,0.36
custom|piqa|0,0.691,0.698
custom|siqa|0,0.368,0.395
custom|winogrande|0,0.514,0.505
custom|arc:_average|0,0.489,0.482
custom|mmlu:_average|0,0.3015640982715279,0.3177975722342204
all,0.31838697848426295,0.3354840248823164
